#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A189D7
#Date Time: 2025-04-28 09:56:42.755
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 10.7 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
0.0002535703448275862,0.4710336554915536,-10.1938825142316
0.0002542003448275862,0.4700370221980756,-10.30372408473876
0.0002548303448275862,0.4700370221980756,-10.40258149819521
0.0002554603448275862,0.4697048111002496,-10.48313198323379
0.0002560903448275862,0.4687081778067717,-10.54537553985451
0.0002567203448275862,0.4680437556111197,-10.58931216805738
0.0002573503448275862,0.4673793334154677,-10.62226463920953
0.0002579803448275862,0.4673793334154677,-10.64057156762739
0.0002586103448275862,0.4677115445132937,-10.64423295331096
0.0002592403448275862,0.4680437556111197,-10.63324879626024
0.0002598703448275862,0.4680437556111197,-10.61860325352595
0.0002605003448275862,0.4683759667089457,-10.57832801100666
0.0002611303448275862,0.4633928002415558,-10.52340722575308
0.0002617603448275862,0.4650538557306858,-10.46482505481593
0.0002623903448275862,0.4633928002415558,-10.41356565524592
0.0002630203448275862,0.4663827001219897,-10.36962902704306
0.0002636503448275862,0.4623961669480778,-10.30738547042233
0.0002642803448275862,0.4597384781654699,-10.24880329948518
0.0002649103448275862,0.4604029003611219,-10.19754389991517
0.0002655403448275862,0.4597384781654699,-10.14628450034517
0.0002661703448275862,0.4597384781654699,-10.10600925782587
0.0002668003448275862,0.4594062670676439,-10.05108847257229
0.0002674303448275862,0.4600706892632959,-10.00715184436943
0.0002680603448275862,0.4597384781654699,-9.959553830482992
0.0002686903448275862,0.4597384781654699,-9.911955816596556
0.0002693203448275862,0.4600706892632959,-9.871680574077265
0.0002699503448275862,0.4604029003611219,-9.831405331557972
0.0002705803448275862,0.4604029003611219,-9.780145931987965
0.0002712103448275862,0.4617317447524258,-9.739870689468672
0.0002718403448275862,0.4726947109806836,-9.842389488608688
0.0002724703448275862,0.4710336554915536,-9.985183530267998
0.0002731003448275862,0.4707014443937276,-10.12797757192731
0.0002737303448275862,0.4700370221980756,-10.23781914243447
0.0002743603448275862,0.4697048111002496,-10.34033794157448
0.0002749903448275862,0.4693726000024237,-10.42821119798021
0.0002756203448275862,0.4693726000024237,-10.50510029733522
0.0002762503448275862,0.4687081778067717,-10.55269831122166
0.0002768803448275862,0.4683759667089457,-10.60029632510809
0.0002775103448275862,0.4680437556111197,-10.62226463920953
0.0002781403448275862,0.4680437556111197,-10.64789433899453
0.0002787703448275862,0.4680437556111197,-10.64423295331096
0.0002794003448275862,0.4673793334154677,-10.62958741057667
0.0002800303448275862,0.4673793334154677,-10.59663493942452
0.0002806603448275862,0.4670471223176417,-10.55635969690523
0.0002812903448275862,0.4613995336545998,-10.49045475460093
0.0002819203448275862,0.4653860668285117,-10.45017951208164
0.0002825503448275862,0.4630605891437298,-10.39525872682806
0.0002831803448275862,0.4640572224372078,-10.34399932725805
0.0002838103448275862,0.4590740559698179,-10.27443299927019
0.0002844403448275862,0.4584096337741659,-10.22317359970018
0.0002850703448275862,0.4584096337741659,-10.17191420013017
0.0002857003448275862,0.4584096337741659,-10.13163895761088
0.0002863303448275862,0.4587418448719919,-10.08037955804087
0.0002869603448275862,0.4587418448719919,-10.03278154415443
0.0002875903448275862,0.4587418448719919,-9.988844915951569
0.0002882203448275862,0.4587418448719919,-9.944908287748705
0.0002888503448275862,0.4590740559698179,-9.893648888178697
0.0002894803448275862,0.4594062670676439,-9.84605087429226
0.0002901103448275862,0.4600706892632959,-9.802114246089397
0.0002907403448275862,0.4604029003611219,-9.761839003570104
0.0002913703448275862,0.4660504890241637,-9.743532075152245
0.0002920003448275862,0.4720302887850316,-9.893648888178697
0.0002926303448275862,0.4720302887850316,-10.03278154415443
0.0002932603448275862,0.4713658665893796,-10.16459142876302
0.0002938903448275862,0.4703692332959016,-10.27443299927019
0.0002945203448275862,0.4697048111002496,-10.3769517984102
0.0002951503448275862,0.4693726000024237,-10.45384089776521
0.0002957803448275862,0.4687081778067717,-10.52706861143665
0.0002964103448275862,0.4683759667089457,-10.57100523963952
0.0002970403448275862,0.4683759667089457,-10.61128048215881
0.0002976703448275862,0.4683759667089457,-10.6259260248931
0.0002983003448275862,0.4680437556111197,-10.64423295331096
0.0002989303448275862,0.4683759667089457,-10.62958741057667
0.0002995603448275862,0.4683759667089457,-10.61860325352595
0.0003001903448275862,0.4673793334154677,-10.57832801100666
0.0003008203448275862,0.4643894335350338,-10.52340722575308
0.0003014503448275862,0.4630605891437298,-10.46482505481593
0.0003020803448275862,0.4630605891437298,-10.41722704092949
0.0003027103448275862,0.4643894335350338,-10.36962902704306
0.0003033403448275862,0.4627283780459038,-10.31470824178948
0.0003039703448275862,0.4587418448719919,-10.25246468516875
0.0003046003448275862,0.4587418448719919,-10.20120528559875
0.0003052303448275862,0.4580774226763399,-10.14628450034517
0.0003058603448275862,0.4574130004806879,-10.10967064350945
0.0003064903448275862,0.4577452115785139,-10.05841124393944
0.0003071203448275862,0.4577452115785139,-10.010813230053
0.0003077503448275862,0.4580774226763399,-9.959553830482992
0.0003083803448275862,0.4580774226763399,-9.908294430912985
0.0003090103448275862,0.4584096337741659,-9.864357802710121
0.0003096403448275862,0.4587418448719919,-9.824082560190829
0.0003102703448275862,0.4590740559698179,-9.780145931987965
0.0003109003448275862,0.4590740559698179,-9.736209303785101
0.0003115303448275862,0.4693726000024237,-9.787468703355108
0.0003121603448275862,0.4713658665893796,-9.933924130697989
0.0003127903448275862,0.4707014443937276,-10.07305678667372
0.0003134203448275862,0.4703692332959016,-10.1938825142316
0.0003140503448275862,0.4690403889045977,-10.30738547042233
0.0003146803448275862,0.4683759667089457,-10.39892011251163
0.0003153103448275862,0.4683759667089457,-10.48313198323379
0.0003159403448275862,0.4687081778067717,-10.53805276848737
0.0003165703448275862,0.4680437556111197,-10.58931216805738
0.0003172003448275862,0.4680437556111197,-10.62226463920953
0.0003178303448275862,0.4680437556111197,-10.63691018194381
0.0003184603448275862,0.4677115445132937,-10.62958741057667
0.0003190903448275862,0.4677115445132937,-10.61860325352595
0.0003197203448275862,0.4670471223176417,-10.59297355374095
0.0003203503448275862,0.4673793334154677,-10.55269831122166
0.0003209803448275862,0.4623961669480778,-10.49045475460093
0.0003216103448275862,0.4643894335350338,-10.44651812639807
0.0003222403448275862,0.4627283780459038,-10.38793595546092
0.0003228703448275862,0.4657182779263377,-10.34766071294163
0.0003235003448275862,0.4604029003611219,-10.28175577063733
0.0003241303448275862,0.4587418448719919,-10.22317359970018
0.0003247603448275862,0.4590740559698179,-10.17191420013017
0.0003253903448275862,0.4590740559698179,-10.12797757192731
0.0003260203448275862,0.4587418448719919,-10.0767181723573
0.0003266503448275862,0.4590740559698179,-10.02179738710372
0.0003272803448275862,0.4594062670676439,-9.977860758900853
0.0003279103448275862,0.4594062670676439,-9.933924130697989
0.0003285403448275862,0.4590740559698179,-9.893648888178697
0.0003291703448275862,0.4584096337741659,-9.853373645659405
0.0003298003448275862,0.4580774226763399,-9.805775631772969
0.0003304303448275862,0.4580774226763399,-9.758177617886533
0.0003310603448275862,0.4623961669480778,-9.721563761050813
0.0003316903448275862,0.4697048111002496,-9.84605087429226
0.0003323203448275862,0.4703692332959016,-9.985183530267998
0.0003329503448275862,0.4707014443937276,-10.12797757192731
0.0003335803448275862,0.4697048111002496,-10.23781914243447
0.0003342103448275862,0.4687081778067717,-10.34033794157448
0.0003348403448275862,0.4680437556111197,-10.42088842661307
0.0003354703448275862,0.4680437556111197,-10.49411614028451
0.0003361003448275862,0.4673793334154677,-10.54903692553809
0.0003367303448275862,0.4673793334154677,-10.59663493942452
0.0003373603448275862,0.4673793334154677,-10.61494186784238
0.0003379903448275862,0.4673793334154677,-10.62958741057667
0.0003386203448275862,0.4673793334154677,-10.62226463920953
0.0003392503448275862,0.4673793334154677,-10.60761909647524
0.0003398803448275862,0.4677115445132937,-10.57832801100666
0.0003405103448275862,0.4667149112198157,-10.53072999712023
0.0003411403448275862,0.4617317447524258,-10.46116366913236
0.0003417703448275862,0.4637250113393818,-10.42088842661307
0.0003424003448275862,0.4630605891437298,-10.36962902704306
0.0003430303448275862,0.4633928002415558,-10.31836962747305
0.0003436603448275862,0.4587418448719919,-10.25246468516875
0.0003442903448275862,0.4587418448719919,-10.20852805696589
0.0003449203448275862,0.4584096337741659,-10.15360727171231
0.0003455503448275862,0.4584096337741659,-10.10600925782587
0.0003461803448275862,0.4580774226763399,-10.05108847257229
0.0003468103448275862,0.4584096337741659,-10.00715184436943
